itemId,title,thumbnail,genre
tt1239276,Colours of Passion,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Rang_Rasiya_Poster.jpg/220px-Rang_Rasiya_Poster.jpg,Biography|Drama|Romance
tt1244093,Hisss,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Hisss_%28movie_poster%29.jpg/220px-Hisss_%28movie_poster%29.jpg,Comedy|Drama|Horror
tt1245732,Red Alert: The War Within,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Redalert.jpg/220px-Redalert.jpg,Action|Drama|Thriller
tt1279105,Ramaa: The Saviour,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/RaamSaviour.jpg/220px-RaamSaviour.jpg,Action|Adventure|Drama
tt1285241,Don 2,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Don_2_poster.jpg/220px-Don_2_poster.jpg,Action|Crime|Thriller
tt1285245,Lahore,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Lahore_Cheering_Poster.jpg/220px-Lahore_Cheering_Poster.jpg,Action|Drama|Sport
tt1286766,Fatso!,https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Fatso_2012_poster.jpg/220px-Fatso_2012_poster.jpg,Comedy|Fantasy|Romance
tt1292642,People of Allah,https://upload.wikimedia.org/wikipedia/en/b/bf/Allahkebanday1.jpg,Action|Crime|Drama
tt1309561,Lamhaa: The Untold Story of Kashmir,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Lamhaa1.jpg/220px-Lamhaa1.jpg,Action|Drama|Thriller
tt1319716,It's a Wonderful Afterlife,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Its-a-wonderful-afterlife-april-21-film-poster.jpg/220px-Its-a-wonderful-afterlife-april-21-film-poster.jpg,Comedy|Drama|Fantasy
tt1322257,Jhootha Hi Sahi,https://upload.wikimedia.org/wikipedia/en/thumb/6/60/Jhoota_Hi_Sahi.jpg/220px-Jhoota_Hi_Sahi.jpg,Comedy|Drama|Romance
tt1334470,Raavan,https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Raavanposter2.jpg/220px-Raavanposter2.jpg,Action|Adventure|Drama
tt1345777,Ishqiya,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Ishqiya.jpg/220px-Ishqiya.jpg,Comedy|Drama|Romance
tt1351224,Pyaar Impossible!,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Pyaar_Impossible_poster.jpg/220px-Pyaar_Impossible_poster.jpg,Comedy|Romance
tt1363125,Naughty @ 40,https://upload.wikimedia.org/wikipedia/en/1/10/Naughty40.jpg,Comedy|Drama
tt1363363,Chatur Singh Two Star,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Chatur_Singh_Two_Star.jpg/220px-Chatur_Singh_Two_Star.jpg,Action|Adventure|Comedy
tt1368453,Chargesheet,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Charge_Sheet.jpg/220px-Charge_Sheet.jpg,Drama|Thriller
tt1373156,Karthik Calling Karthik,https://upload.wikimedia.org/wikipedia/en/0/01/Karthik_Calling_Karthik_pic.jpg,Drama|Mystery|Thriller
tt1375789,Race 2,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Race_2_Poster.jpg/220px-Race_2_Poster.jpg,Action|Crime|Thriller
tt1388903,Mirch,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Mirch.jpg/220px-Mirch.jpg,Comedy|Drama|Fantasy
tt1395025,Agent Vinod,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Agent_Vinod_2.jpg/220px-Agent_Vinod_2.jpg,Action|Adventure|Thriller
tt1395054,Once Upon a Time in Mumbai,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Once_Upon_a_Time_in_Mumbaai.jpg/220px-Once_Upon_a_Time_in_Mumbaai.jpg,Action|Crime|Drama
tt1396208,Action Replay,https://upload.wikimedia.org/wikipedia/en/thumb/3/31/Action_replay.jpg/220px-Action_replay.jpg,Comedy|Romance|Sci-Fi
tt1397492,Well Done Abba!,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Welldoneabba.jpg/220px-Welldoneabba.jpg,Comedy
tt1425618,Apartment: Rent at Your Own Risk,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Apartment-2010.jpg/220px-Apartment-2010.jpg,Drama|Mystery|Thriller
tt1431122,No Problem,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/No_problem_poster.jpg/220px-No_problem_poster.jpg,Action|Comedy|Crime
tt1433810,Dhobi Ghat,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Dhobi_Ghat_Movie.jpg/220px-Dhobi_Ghat_Movie.jpg,Drama
tt1437367,Thanks Maa,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/ThanksMaa2010Poster.jpg/220px-ThanksMaa2010Poster.jpg,Crime|Drama
tt1438298,Guzaarish,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Guzaarish1.jpg/220px-Guzaarish1.jpg,Drama
tt1442583,Tum Milo Toh Sahi,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Tum_Milo_Toh_Sahi_%28movie_poster%29.jpg/220px-Tum_Milo_Toh_Sahi_%28movie_poster%29.jpg,Comedy|Drama
tt1447508,Peepli (Live),https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Peeplilive.jpg/220px-Peeplilive.jpg,Comedy|Drama
tt1451797,Rann,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Rannr.jpg/220px-Rannr.jpg,Drama|Mystery|Thriller
tt1455811,Khatta Meetha,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Khattameetha_movie.jpg/220px-Khattameetha_movie.jpg,Comedy|Crime|Drama
tt1455816,Prince,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Prince_poster.jpg/220px-Prince_poster.jpg,Action|Sci-Fi|Thriller
tt1465488,Happy Husbands,https://upload.wikimedia.org/wikipedia/en/4/41/HappyHusbands2011Film.jpg,Comedy|Drama
tt1465493,Hum Tum Aur Ghost,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Hum_Tum_Aur_Ghost_%28poster%29.jpg/220px-Hum_Tum_Aur_Ghost_%28poster%29.jpg,Comedy|Drama|Fantasy
tt1471247,Road to Sangam,https://upload.wikimedia.org/wikipedia/en/d/de/Road_to_Sangam_Movie_Poster.jpg,Drama|Thriller
tt1499201,Anjaana Anjaani,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/AnjaanaAnjaani.jpg/220px-AnjaanaAnjaani.jpg,Comedy|Drama|Musical
tt1503640,Damadamm!,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Damadamm.jpg/220px-Damadamm.jpg,Comedy|Drama|Romance
tt1512220,My Friend Pinto,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/My_Friend_Pinto.jpg/220px-My_Friend_Pinto.jpg,Comedy|Crime|Drama
tt1535467,Patiala House,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Patiala_House_1.jpg/220px-Patiala_House_1.jpg,Drama|Sport
tt1558578,Knock Out,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Knockout_movie.jpg/220px-Knockout_movie.jpg,Action|Crime|Drama
tt1562871,Ra.One,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Ra.Oneposter.jpg/220px-Ra.Oneposter.jpg,Action|Adventure|Sci-Fi
tt1562872,Zindagi Na Milegi Dobara,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Zindagi_Na_Milegi_Dobara.jpg/220px-Zindagi_Na_Milegi_Dobara.jpg,Comedy|Drama
tt1563732,5 Ghantey Mien 5 Crore,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Paanch_Ghantey_Mien_Paanch_Crore_poster.jpg/220px-Paanch_Ghantey_Mien_Paanch_Crore_poster.jpg,Thriller
tt1572311,Tees Maar Khan,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/Tees_Maar_Khan_%282010_film%29_poster.jpg/220px-Tees_Maar_Khan_%282010_film%29_poster.jpg,Comedy|Crime
tt1573072,Housefull,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Housefull_Poster.jpg/220px-Housefull_Poster.jpg,Comedy
tt1573482,Striker,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Striker_poster.jpg/220px-Striker_poster.jpg,Action|Crime|Drama
tt1578261,Break Ke Baad,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Break_Ke_Baad_first_look_poster.jpg/220px-Break_Ke_Baad_first_look_poster.jpg,Comedy|Drama|Romance
tt1594964,Chase,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Chase_film.jpg/220px-Chase_film.jpg,Action|Crime|Drama
tt1596723,Click,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Clickhindifilm.jpg/220px-Clickhindifilm.jpg,Drama|Horror|Mystery
tt1600439,Shaapit: The Cursed,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Shaapit2010Poster.jpg/220px-Shaapit2010Poster.jpg,Adventure|Horror|Romance
tt1605778,Toh Baat Pakki!,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Toh_Baat_Pakki_Alternate.jpg/220px-Toh_Baat_Pakki_Alternate.jpg,Comedy|Drama
tt1605790,Zokkomon,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Zokkomon.jpg/220px-Zokkomon.jpg,Action|Adventure
tt1606162,Aakhari Decision,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/AakhariDecision2010Poster.jpg/220px-AakhariDecision2010Poster.jpg,Action|Drama|Thriller
tt1606267,Lafangey Parindey,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Lafangeyparindey1.jpg/220px-Lafangeyparindey1.jpg,Action|Drama|Romance
tt1607607,Mittal v/s Mittal,https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/MvsM.jpg/220px-MvsM.jpg,Drama
tt1608768,City of Gold - Mumbai 1982: Ek Ankahee Kahani,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/City_of_Gold.jpg/220px-City_of_Gold.jpg,Crime|Drama
tt1608777,LSD: Love Sex Aur Dhokha,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Love_Sex_Aur_Dhokha_poster.jpg/220px-Love_Sex_Aur_Dhokha_poster.jpg,Comedy|Crime|Drama
tt1609147,Malik Ek,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Malik_Ek_poster.jpg/220px-Malik_Ek_poster.jpg,Biography|Drama|History
tt1610418,Prem Kaa Game,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Prem-Kaa-Game.jpg/220px-Prem-Kaa-Game.jpg,Comedy|Drama
tt1610452,Band Baaja Baaraat,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Band_Baaja_Baaraat_poster.jpg/220px-Band_Baaja_Baaraat_poster.jpg,Comedy|Drama|Romance
tt1612573,Rokkk,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Rokkk2010Poster.jpg/220px-Rokkk2010Poster.jpg,Drama|Horror|Mystery
tt1612611,Phoonk 2,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Phoonk2poster.jpg/220px-Phoonk2poster.jpg,Drama|Horror|Mystery
tt1618430,Dum Maaro Dum,https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Dum_Maaro_Dum_Film.jpg/215px-Dum_Maaro_Dum_Film.jpg,Action|Crime|Drama
tt1620620,The Japanese Wife,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/The_Japanese_Wife.jpg/220px-The_Japanese_Wife.jpg,Drama|Romance
tt1620719,Fearless,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Dabangg_poster.jpg/220px-Dabangg_poster.jpg,Action|Comedy
tt1620907,Na Ghar Ke Na Ghaat Ke,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/NaGharKeNaGhaatKe2010Poster.jpg/220px-NaGharKeNaGhaatKe2010Poster.jpg,Comedy|Drama
tt1620933,Paan Singh Tomar,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Paan_Singh_Tomar_Poster.jpg/220px-Paan_Singh_Tomar_Poster.jpg,Action|Biography|Crime
tt1620971,Sukhmani,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Sukhmani_%E2%80%93_Hope_for_Life.jpg/220px-Sukhmani_%E2%80%93_Hope_for_Life.jpg,Drama
tt1627924,Mausam,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Mausam_first_look.jpg/220px-Mausam_first_look.jpg,Drama|Romance|War
tt1629241,Bumm Bumm Bole,https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Bumbumboleposter.jpg/220px-Bumbumboleposter.jpg,Drama|Family|Thriller
tt1629260,Ek Second... Jo Zindagi Badal De...,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Ek_Second_-_Jo_Zindagi_Badal_De_Movie_Poster.jpg/220px-Ek_Second_-_Jo_Zindagi_Badal_De_Movie_Poster.jpg,Drama|Romance|Thriller
tt1629295,I Am,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Onir%27s_I_am.jpg/220px-Onir%27s_I_am.jpg,Drama
tt1629376,Seven Sins Forgiven,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/7KhoonMaaf_poster_ver1.jpg/220px-7KhoonMaaf_poster_ver1.jpg,Drama|Mystery|Thriller
tt1629391,Tere Bin Laden,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Statu_With_Ali_Poster_With_Date.jpg/220px-Statu_With_Ali_Poster_With_Date.jpg,Comedy|Drama
tt1629715,Miss Lovely,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Miss_Lovely_%282012_film%29.jpg/220px-Miss_Lovely_%282012_film%29.jpg,Crime|Drama|Romance
tt1630613,Soch Lo,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/SochLo2010Poster.jpg/220px-SochLo2010Poster.jpg,Action|Crime|Drama
tt1639426,Udaan,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Udaan_Movie_Poster.jpg/220px-Udaan_Movie_Poster.jpg,Drama
tt1646217,Mr. Singh/Mrs. Mehta,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Mr._Singh_-_Mrs._Mehta.jpg/220px-Mr._Singh_-_Mrs._Mehta.jpg,Drama
tt1649760,The Film Emotional Atyachar,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/The_Film_Emotional_Atyachar.jpg/220px-The_Film_Emotional_Atyachar.jpg,Comedy|Crime|Drama
tt1663647,Help,https://upload.wikimedia.org/wikipedia/en/3/36/Help_official_poster_art.jpg,Horror|Thriller
tt1666184,Turning 30!!!,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Turning302010Film.jpg/220px-Turning302010Film.jpg,Comedy|Drama|Romance
tt1667076,F.A.L.T.U,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/F.A.L.T.U.jpg/220px-F.A.L.T.U.jpg,Comedy|Drama
tt1667838,I Hate Luv Storys,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/I_Hate_Luv_Storys.jpg/220px-I_Hate_Luv_Storys.jpg,Comedy|Drama|Romance
tt1673411,Kushti,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Kushti2.jpg/220px-Kushti2.jpg,Comedy
tt1680317,Will You Marry Me,https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Will_You_Marry_Me_-_Poster.jpg/220px-Will_You_Marry_Me_-_Poster.jpg,Drama
tt1694542,Tanu Weds Manu,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/Tanuwedsmanu.jpg/220px-Tanuwedsmanu.jpg,Comedy|Drama|Romance
tt1695793,Love U... Mr. Kalakaar!,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Love-u-mr-kalakaar.jpg/220px-Love-u-mr-kalakaar.jpg,Drama|Romance
tt1696191,Tere Mere Phere,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/Tere_mere_phere_key_art.jpg/220px-Tere_mere_phere_key_art.jpg,Comedy|Drama|Romance
tt1703958,Ek Main Aur Ekk Tu,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Ek_Main_Aur_Ekk_Tu.jpg/220px-Ek_Main_Aur_Ekk_Tu.jpg,Comedy|Drama|Romance
tt1704680,A Decent Arrangement,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/A_Decent_Arrangement.jpg/220px-A_Decent_Arrangement.jpg,Comedy|Drama
tt1706317,Tezz,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Tezz_Movie_First_Look.jpg/220px-Tezz_Movie_First_Look.jpg,Action|Crime|Drama
tt1708453,Aakrosh,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Aakrosh_2010.jpg/220px-Aakrosh_2010.jpg,Action|Crime|Thriller
tt1714832,Do Dooni Chaar,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Dodoonichaar.jpg/220px-Dodoonichaar.jpg,Comedy|Drama
tt1720254,Thank You,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Thank_You_Hindi_Movie_Poster.jpg/220px-Thank_You_Hindi_Movie_Poster.jpg,Comedy
tt1722425,Antardwand,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Antardwand.jpg/220px-Antardwand.jpg,Drama
tt1727496,Dil Toh Baccha Hai Ji,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/DilTohBachchaHaiJi.jpg/220px-DilTohBachchaHaiJi.jpg,Comedy|Drama|Romance
tt1728239,Double Dhamaal,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Double_dhamaal.jpg/220px-Double_dhamaal.jpg,Comedy|Crime|Drama
tt1728986,Bol Bachchan,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Bol_Bachchan.jpg/220px-Bol_Bachchan.jpg,Action|Comedy
tt1729637,Bodyguard,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Bodyguard_poster.jpg/220px-Bodyguard_poster.jpg,Action|Comedy|Romance
tt1734110,No One Killed Jessica,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/No_One_Killed_Jessica_Movie.jpg/220px-No_One_Killed_Jessica_Movie.jpg,Biography|Crime|Drama
tt1736552,Breakaway,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Breakaway2011Poster.jpg/220px-Breakaway2011Poster.jpg,Comedy|Drama|Sport
tt1738293,Khichdi: The Movie,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Khichdi%2C_The_Movie.jpeg/220px-Khichdi%2C_The_Movie.jpeg,Comedy|Family
tt1740710,Mere Brother Ki Dulhan,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Mere_Brother_Ki_Dulhan22.jpg/220px-Mere_Brother_Ki_Dulhan22.jpg,Comedy|Family|Romance
tt1742307,Dunno Y Na Jaane Kyun...,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Dunno_Y..._Na_Jaane_Kyon.jpg/220px-Dunno_Y..._Na_Jaane_Kyon.jpg,Drama|Romance
tt1744641,Ramayana: The Epic,https://upload.wikimedia.org/wikipedia/en/a/ac/Ramayana%2C_The_Epic.jpg,Adventure|Animation|Family
tt1745753,Life Express,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/LifeExpress2010Poster.jpg/220px-LifeExpress2010Poster.jpg,Drama
tt1753640,Crook: It's Good to Be Bad,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Crook2.jpg/220px-Crook2.jpg,Action|Drama|Thriller
tt1772872,Game,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Game_2011_Bollywood_Film.jpg/220px-Game_2011_Bollywood_Film.jpg,Action|Crime|Drama
tt1773015,Phas Gaye Re Obama,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Car-Poster-Final_12x18.jpg/220px-Car-Poster-Final_12x18.jpg,Comedy|Crime|Drama
tt1773109,Yamla Pagla Deewana,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Yamla_Pagla_Deewana.jpg/220px-Yamla_Pagla_Deewana.jpg,Action|Comedy|Drama
tt1773764,Ship of Theseus,https://upload.wikimedia.org/wikipedia/en/thumb/9/98/Ship_of_Theseus_domestic_release_poster.jpg/220px-Ship_of_Theseus_domestic_release_poster.jpg,Drama
tt1781838,Isi Life Mein...!,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/IsiLifeMeinFilm.jpg/220px-IsiLifeMeinFilm.jpg,Comedy|Drama|Romance
tt1784589,Players,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Players_Official.jpg/220px-Players_Official.jpg,Action|Crime|Thriller
tt1785333,Chittagong,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Chittagongposter.jpg/220px-Chittagongposter.jpg,Action|Drama|War
tt1787988,Talaash,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Talaash_poster.jpg/220px-Talaash_poster.jpg,Crime|Drama|Mystery
tt1801521,Khap,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Khap_film.jpg/220px-Khap_film.jpg,Drama|Thriller
tt1805263,I Am Kalam,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/I-am-kalam-2.jpg/220px-I-am-kalam-2.jpg,Comedy|Drama|Family
tt1806913,Golmaal Again,https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Ajay_Devgn%27s_Golmaal_Again_poster.jpg/220px-Ajay_Devgn%27s_Golmaal_Again_poster.jpg,Action|Comedy|Fantasy
tt1808221,Kaalo,https://upload.wikimedia.org/wikipedia/en/8/81/Kaalo2010Film.jpg,Action|Drama|Horror
tt1809399,Utt Pataang,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Utt-pataang.jpg/220px-Utt-pataang.jpg,Comedy|Drama
tt1814619,Aashiqui.in,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Aashiqui.in.jpg/220px-Aashiqui.in.jpg,Drama|Romance
tt1821480,Kahaani,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/KahaaniPoster.jpg/220px-KahaaniPoster.jpg,Mystery|Thriller
